date,valeur
2023-11-21,97.6558
2023-11-22,97.7767
2023-11-23,97.8763
2023-11-24,97.8508
2023-11-27,97.7319
2023-11-28,97.8169
2023-11-29,97.8636
2023-11-30,97.8819
2023-12-01,98.3024
2023-12-04,98.2574
2023-12-05,98.3073
2023-12-06,98.5017
2023-12-07,98.5535
2023-12-08,98.761
2023-12-11,99.1228
2023-12-12,99.2285
2023-12-13,99.2917
2023-12-14,99.7981
2023-12-15,99.7788
2023-12-18,99.7602
2023-12-19,99.9295
2023-12-20,99.9115
2023-12-21,99.7635
2023-12-22,99.9777
2023-12-27,100.1759
2023-12-28,100.1847
2023-12-29,100.2091
2024-01-02,100.1173
2024-01-03,99.7941
2024-01-04,100.0125
2024-01-05,100.0078
2024-01-08,100.2079
2024-01-09,100.209
2024-01-10,100.2638
2024-01-11,99.9033
2024-01-12,100.3343
2024-01-15,100.3932
2024-01-16,100.3133
2024-01-17,99.9286
2024-01-18,100.3834
2024-01-19,100.7251
2024-01-22,101.2131
2024-01-23,101.1483
2024-01-24,101.7954
2024-01-25,101.712
2024-01-26,101.7751
2024-01-29,101.7018
2024-01-30,101.9469
2024-01-31,101.74
2024-02-01,101.4919
2024-02-02,101.9444
2024-02-05,101.9689
2024-02-06,102.2018
2024-02-07,102.3142
2024-02-08,102.4043
2024-02-09,102.5379
2024-02-12,103.009
2024-02-13,102.3974
2024-02-14,102.6637
2024-02-15,102.9231
2024-02-16,103.1096
2024-02-19,103.0357
2024-02-20,102.8027
2024-02-21,102.7646
2024-02-22,103.6628
2024-02-23,103.8104
2024-02-26,103.7509
2024-02-27,103.6777
2024-02-28,103.5788
2024-02-29,103.6131
2024-03-01,104.2793
2024-03-04,104.5033
2024-03-05,104.2624
2024-03-06,104.715
2024-03-07,105.0729
2024-03-08,104.9018
2024-03-11,104.5478
2024-03-12,105.0139
2024-03-13,104.963
2024-03-14,104.7836
2024-03-15,104.7124
2024-03-18,104.9927
2024-03-19,105.0408
2024-03-20,105.1345
2024-03-21,105.9918
2024-03-22,105.8903
2024-03-25,105.9343
2024-03-26,106.04
2024-03-27,106.041
2024-03-28,106.3872
2024-04-02,106.1937
2024-04-03,106.414
2024-04-04,106.5314
2024-04-05,105.9459
2024-04-08,106.2178
2024-04-09,105.9222
2024-04-10,105.8383
2024-04-11,105.836
2024-04-12,105.7445
2024-04-15,105.7824
2024-04-16,104.9304
2024-04-17,104.774
2024-04-18,104.9321
2024-04-19,104.4785
2024-04-22,104.574
2024-04-23,105.385
2024-04-24,105.3538
2024-04-25,105.0746
2024-04-26,105.7463
2024-04-29,105.9074
2024-04-30,105.6376
2024-05-02,105.3394
2024-05-03,105.8561
2024-05-06,106.2391
2024-05-07,106.6391
2024-05-08,106.6084
2024-05-09,106.6121
2024-05-10,106.7988
2024-05-13,106.8717
2024-05-14,107.0158
2024-05-15,107.5439
2024-05-16,107.6799
2024-05-17,107.6312
2024-05-20,107.8712
2024-05-21,107.7377
2024-05-22,107.802
2024-05-23,107.9016
2024-05-24,107.8558
2024-05-27,107.9558
2024-05-28,107.8748
2024-05-29,107.2833
2024-05-30,107.3968
2024-05-31,106.954
2024-06-03,107.5416
2024-06-04,106.9469
2024-06-05,107.6824
2024-06-06,107.9994
2024-06-07,107.9543
2024-06-10,108.0699
2024-06-11,107.759
2024-06-12,108.4612
2024-06-13,108.0129
2024-06-14,107.9239
2024-06-17,108.2073
2024-06-18,108.6873
2024-06-19,108.8175
2024-06-20,108.9219
2024-06-21,108.5153
2024-06-24,108.7905
2024-06-25,108.5451
2024-06-26,108.4636
2024-06-27,108.5567
2024-06-28,108.8289
2024-07-01,108.746
2024-07-02,108.7524
2024-07-03,109.2822
2024-07-04,109.4826
2024-07-05,109.4804
2024-07-08,109.6941
2024-07-09,109.6207
2024-07-10,110.0553
2024-07-11,110.0402
2024-07-12,110.2977
2024-07-15,110.2144
2024-07-16,110.2129
2024-07-17,109.7125
2024-07-18,109.2855
2024-07-19,108.8548
2024-07-22,109.1569
2024-07-23,109.5558
2024-07-24,108.7803
2024-07-25,108.4442
2024-07-26,108.5396
2024-07-29,108.4821
2024-07-30,108.635
2024-07-31,109.1101
2024-08-01,108.3732
2024-08-02,107.0105
2024-08-05,105.9951
2024-08-06,106.0065
2024-08-07,106.0189
2024-08-08,106.0288
2024-08-09,106.0487
2024-08-12,106.0753
2024-08-13,106.081
2024-08-14,106.0887
2024-08-15,106.1067
2024-08-16,106.1132
2024-08-19,106.1354
2024-08-20,106.1141
2024-08-21,106.1665
2024-08-22,106.1364
2024-08-23,106.2628
2024-08-26,106.23
2024-08-27,106.2884
2024-08-28,106.3274
2024-08-29,106.6237
2024-08-30,106.5486
2024-09-02,106.8033
2024-09-03,106.3553
2024-09-04,106.0385
2024-09-05,105.8822
2024-09-06,105.2617
2024-09-09,105.6866
2024-09-10,105.6972
2024-09-11,105.7066
2024-09-12,105.7231
2024-09-13,105.7321
2024-09-16,105.7516
2024-09-17,105.9819
2024-09-18,105.8027
2024-09-19,106.3249
2024-09-20,106.1622
2024-09-23,106.2878
2024-09-24,106.4469
2024-09-25,106.3684
2024-09-26,106.7572
2024-09-27,106.7552
2024-09-30,106.3822
2024-10-01,106.1637
2024-10-02,106.278
2024-10-03,106.0797
2024-10-04,106.2706
2024-10-07,106.5052
2024-10-08,106.4853
2024-10-09,106.6283
2024-10-10,106.6447
2024-10-11,106.7451
2024-10-14,106.8927
2024-10-15,106.602
2024-10-16,106.4927
2024-10-17,106.9253
2024-10-18,106.971
2024-10-21,106.4794
2024-10-22,106.4955
2024-10-23,106.3116
2024-10-24,106.2697
2024-10-25,106.3357
2024-10-28,106.4347
2024-10-29,106.3989
2024-10-30,106.2269
2024-10-31,105.6789
2024-11-01,106.0703
2024-11-04,105.9366
2024-11-05,106.0607
2024-11-06,106.2634
2024-11-07,106.3829
2024-11-08,106.4463
2024-11-11,106.617
2024-11-12,106.2423
2024-11-13,106.1904
2024-11-14,106.3702
2024-11-15,105.8095
2024-11-18,106.0421
2024-11-19,105.9601
2024-11-20,105.9207
2024-11-21,106.1138
2024-11-22,106.1907
2024-11-25,106.2157
2024-11-26,106.254
2024-11-27,106.1826
2024-11-28,106.2002
2024-11-29,106.2784
2024-12-02,106.3632
2024-12-03,106.3992
2024-12-04,106.4874
2024-12-05,106.5146
2024-12-06,106.4744
2024-12-09,106.4546
2024-12-10,106.2552
